,Location,count,mean,std,min,25%,50%,75%,max,address
3466,ONYX ST - 19TH TO 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ONYX ST - 19TH TO 18TH
3467,ONYX ST 18TH AVE 19TH AV,141.0,2.89361702128,8.16412196981,0.0,0.0,0.0,0.0,30.0,18TH & ONYX
3468,ONYX ST 1930,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ONYX ST 1930
3469,ONYX ST 1943,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ONYX ST 1943
3470,ONYX ST 19TH AVE 18TH AV,11.0,1.36363636364,4.52267016867,0.0,0.0,0.0,0.0,15.0,19TH & ONYX
3471,ONYX ST 19TH AVE 20TH AV,148.0,3.60810810811,8.67762400091,0.0,0.0,0.0,0.0,30.0,19TH & ONYX
3472,ONYX ST 20TH AVE 19TH AV,58.0,1.44827586207,6.28887185876,0.0,0.0,0.0,0.0,30.0,20TH & ONYX
3473,ONYX ST 20TH AVE 21ST AV,29.0,7.65517241379,12.7174679142,0.0,0.0,0.0,24.0,30.0,20TH & ONYX
3474,ONYX ST 21ST AVE 20TH AV,45.0,3.73333333333,8.79669359372,0.0,0.0,0.0,0.0,24.0,21ST & ONYX
3475,ONYX ST 21ST AVE 22ND AV,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & ONYX
3476,ONYX ST 22ND AVE 21ST AV,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22ND & ONYX
3477,ONYX ST 22ND AVE 23RD AV,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22ND & ONYX
3478,ONYX ST 23RD AVE 22ND AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,23RD & ONYX
3479,ONYX ST 24TH AVE 23RD AV,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24TH & ONYX
3480,ONYX ST @ 19TH,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,ONYX ST @ 19TH
3481,ORCHARD - 19TH TO 17TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ORCHARD - 19TH TO 17TH
3482,ORCHARD ST 15TH AVE 17TH,47.0,5.6170212766,11.0070198776,0.0,0.0,0.0,0.0,30.0,15TH & ORCHARD
3483,ORCHARD ST 15TH AVE FRAN,4.0,6.0,12.0,0.0,0.0,0.0,6.0,24.0,15TH & ORCHARD
3484,ORCHARD ST 1698,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ORCHARD ST 1698
3485,ORCHARD ST 17TH AVE 15TH,114.0,1.78947368421,6.23077387516,0.0,0.0,0.0,0.0,24.0,17TH & ORCHARD
3486,ORCHARD ST 17TH AVE 19TH,21.0,4.85714285714,9.60357076449,0.0,0.0,0.0,0.0,30.0,17TH & ORCHARD
3487,ORCHARD ST 19TH AVE 17TH,16.0,7.5,11.4891252931,0.0,0.0,0.0,24.0,24.0,19TH & ORCHARD
3488,ORCHARD ST ALLEY END 15T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ORCHARD ST ALLEY END 15T
3489,ORCHARD ST FAIRMOUNT BLV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ORCHARD ST FAIRMOUNT BLV
3490,ORCHARD ST FRANKLIN BLVD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORCHARD ST FRANKLIN BLVD
3491,OVERPARK  S ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OVERPARK  S ALLEY
3492,OVERPARK N,83.0,2.31325301205,7.12591921472,0.0,0.0,0.0,0.0,24.0,OVERPARK N
3493,OVERPARK N ALLEY,23.0,2.08695652174,6.91449757248,0.0,0.0,0.0,0.0,24.0,OVERPARK N ALLEY
3494,OVERPARK NORTH ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OVERPARK NORTH ALLEY
3495,OVERPARK S,32.0,1.875,6.17878785482,0.0,0.0,0.0,0.0,24.0,OVERPARK S
3496,OVERPARK S ALLEY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OVERPARK S ALLEY
3497,PARCADEALLEY,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,PARCADEALLEY
3498,PARK & RIDE - FRANKLIN & WALNUT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PARK & RIDE - FRANKLIN & WALNUT
3499,PARKING LOT AT 1855 OAK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PARKING LOT AT 1855 OAK
3500,PARLIMENT 13TH AVE 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PARLIMENT 13TH AVE 12TH
3501,PARLIMENT 22ND AVE 20TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PARLIMENT 22ND AVE 20TH
3502,PATTERSON - 12TH TO 13TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PATTERSON - 12TH TO 13TH
3503,PATTERSON - 14TH TO 15TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON - 14TH TO 15TH AVE
3504,PATTERSON - 20TH TO 22ND,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON - 20TH TO 22ND
3505,PATTERSON / EAST 15TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,PATTERSON / EAST 15TH
3506,PATTERSON E/S - 16TH TO 17TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON E/S - 16TH TO 17TH
3507,PATTERSON ST  TO  FERRY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PATTERSON ST  TO  FERRY
3508,PATTERSON ST 11TH AVE 12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11TH & PATTERSON
3509,PATTERSON ST 11TH AVE BR,177.0,2.47457627119,7.74014607906,0.0,0.0,0.0,0.0,30.0,11TH & PATTERSON
3510,PATTERSON ST 12TH AVE 11,125.0,2.256,7.05268651627,0.0,0.0,0.0,0.0,30.0,12TH & PATTERSON
3511,PATTERSON ST 12TH AVE 13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH & PATTERSON
3512,PATTERSON ST 1316 ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST 1316 ALDER
3513,PATTERSON ST 13TH AVE 11,1.0,12.0,,12.0,12.0,12.0,12.0,12.0,13TH & PATTERSON
3514,PATTERSON ST 13TH AVE 12,332.0,3.14457831325,8.0296016239,0.0,0.0,0.0,0.0,24.0,13TH & PATTERSON
3515,PATTERSON ST 13TH AVE 13,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & PATTERSON
3516,PATTERSON ST 13TH AVE 14,5.0,4.8,10.733126292,0.0,0.0,0.0,0.0,24.0,13TH & PATTERSON
3517,PATTERSON ST 14TH AVE 13,78.0,2.15384615385,6.90393624423,0.0,0.0,0.0,0.0,24.0,14TH & PATTERSON
3518,PATTERSON ST 14TH AVE 15,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0,14TH & PATTERSON
3519,PATTERSON ST 15TH AVE 14,94.0,1.6914893617,6.05712340922,0.0,0.0,0.0,0.0,24.0,15TH & PATTERSON
3520,PATTERSON ST 15TH AVE 16,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,15TH & PATTERSON
3521,PATTERSON ST 16TH AVE 15,144.0,1.33333333333,5.51666261734,0.0,0.0,0.0,0.0,24.0,16TH & PATTERSON
3522,PATTERSON ST 16TH AVE 17,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,16TH & PATTERSON
3523,PATTERSON ST 16TH AVE 5T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,16TH & PATTERSON
3524,PATTERSON ST 1785,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST 1785
3525,PATTERSON ST 17TH AVE 16,106.0,2.2641509434,7.0970173303,0.0,0.0,0.0,0.0,30.0,17TH & PATTERSON
3526,PATTERSON ST 17TH AVE 18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17TH & PATTERSON
3527,PATTERSON ST 1840,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST 1840
3528,PATTERSON ST 18TH AVE 11,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,18TH & PATTERSON
3529,PATTERSON ST 18TH AVE 17,29.0,3.72413793103,8.54775054672,0.0,0.0,0.0,0.0,24.0,18TH & PATTERSON
3530,PATTERSON ST 18TH AVE 18,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,18TH & PATTERSON
3531,PATTERSON ST 20TH AVE 22,2.0,7.5,10.6066017178,0.0,3.75,7.5,11.25,15.0,20TH & PATTERSON
3532,PATTERSON ST 21ST AVE 20,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,21ST & PATTERSON
3533,PATTERSON ST 22ND AVE 20,48.0,1.625,6.40021608678,0.0,0.0,0.0,0.0,30.0,22ND & PATTERSON
3534,PATTERSON ST 22ND AVE 21,4.0,13.5,15.7797338381,0.0,0.0,12.0,25.5,30.0,22ND & PATTERSON
3535,PATTERSON ST 24TH AVE 19,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,24TH & PATTERSON
3536,PATTERSON ST 24TH AVE 22,6.0,18.0,14.1985914794,0.0,6.0,24.0,28.5,30.0,24TH & PATTERSON
3537,PATTERSON ST 24TH AVE 23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24TH & PATTERSON
3538,PATTERSON ST @ 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 12TH
3539,PATTERSON ST @ 15TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 15TH
3540,PATTERSON ST @ 15TH EAST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 15TH EAST
3541,PATTERSON ST @ 17TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 17TH
3542,PATTERSON ST @ 20TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 20TH
3543,PATTERSON ST @ 24TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ 24TH
3544,PATTERSON ST @ E.14TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST @ E.14TH
3545,PATTERSON ST ALLEY 900 B,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST ALLEY 900 B
3546,PATTERSON ST ALLEY 900BL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST ALLEY 900BL
3547,PATTERSON ST ALLEY CANAL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST ALLEY CANAL
3548,PATTERSON ST BROADWAY ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,BROADWAY & PATTERSON
3549,PATTERSON ST E 17TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17TH & PATTERSON
3550,PATTERSON ST E/S 16TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST E/S 16TH AV
3551,PATTERSON ST E/S 22ND AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST E/S 22ND AV
3552,PATTERSON ST HILYARD ST,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,HILYARD & PATTERSON
3553,PATTERSON ST W 16TH AVE,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,16TH & PATTERSON
3554,PATTERSON ST W 17TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,17TH & PATTERSON
3555,PATTERSON ST W/S 15TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST W/S 15TH AV
3556,PATTERSON ST W/S 17TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST W/S 17TH AV
3557,PATTERSON ST W/S 18TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST W/S 18TH AV
3558,PATTERSON ST WS 16TH AVE,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,16TH & PATTERSON
3559,PATTERSON ST- 14TH AND 15TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST- 14TH AND 15TH AV
3560,PATTERSON ST. - 11TH AND 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PATTERSON ST. - 11TH AND 12TH
3561,PEARL - 3RD TO 2ND,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL - 3RD TO 2ND
3562,PEARL - 6TH TO 7TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEARL - 6TH TO 7TH
3563,PEARL - 8TH TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL - 8TH TO BROADWAY
3564,PEARL - BRDWY TO 10TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEARL - BRDWY TO 10TH
3565,PEARL - BROADWAY TO 10TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL - BROADWAY TO 10TH
3566,PEARL - BROADWAY TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL - BROADWAY TO 19TH
3567,PEARL -6TH TO 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL -6TH TO 7TH
3568,PEARL 8TH TO BRDWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL 8TH TO BRDWAY
3569,PEARL ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST
3570,PEARL ST - 8TH TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST - 8TH TO BROADWAY
3571,PEARL ST - BROWADWAY TO 10TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST - BROWADWAY TO 10TH
3572,PEARL ST 10TH AVE 10TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,10TH & PEARL
3573,PEARL ST 10TH AVE 11TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10TH & PEARL
3574,PEARL ST 10TH AVE BROADW,452.0,3.94247787611,8.88888097192,0.0,0.0,0.0,0.0,30.0,10TH & PEARL
3575,PEARL ST 11TH AVE 10TH A,81.0,2.51851851852,7.27858350078,0.0,0.0,0.0,0.0,24.0,11TH & PEARL
3576,PEARL ST 12TH AVE 11TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH & PEARL
3577,PEARL ST 13TH AVE 12TH A,37.0,4.54054054054,9.52947064694,0.0,0.0,0.0,0.0,24.0,13TH & PEARL
3578,PEARL ST 13TH AVE 14TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & PEARL
3579,PEARL ST 14TH AVE 13TH A,21.0,1.71428571429,5.73709732481,0.0,0.0,0.0,0.0,24.0,14TH & PEARL
3580,PEARL ST 15TH AVE 14TH A,24.0,6.0,10.6158208432,0.0,0.0,0.0,6.0,24.0,15TH & PEARL
3581,PEARL ST 16TH AVE 15TH A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16TH & PEARL
3582,PEARL ST 17TH AVE 16TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,17TH & PEARL
3583,PEARL ST 19TH AVE 18TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19TH & PEARL
3584,PEARL ST 2ND AVE 3RD AVE,23.0,2.08695652174,6.91449757248,0.0,0.0,0.0,0.0,24.0,2ND & PEARL
3585,PEARL ST 3RD AVE 2ND AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3RD & PEARL
3586,PEARL ST 3RD AVE 4TH AVE,60.0,3.2,8.22727996322,0.0,0.0,0.0,0.0,24.0,3RD & PEARL
3587,PEARL ST 3RD AVE END,5.0,4.8,10.733126292,0.0,0.0,0.0,0.0,24.0,3RD & PEARL
3588,PEARL ST 4TH AVE 3RD AVE,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,4TH & PEARL
3589,PEARL ST 4TH AVE 5TH AVE,25.0,2.4,8.30662386292,0.0,0.0,0.0,0.0,30.0,4TH & PEARL
3590,PEARL ST 5TH AVE 4TH AVE,19.0,1.26315789474,5.50597761289,0.0,0.0,0.0,0.0,24.0,5TH & PEARL
3591,PEARL ST 5TH AVE 6TH AVE,78.0,4.15384615385,8.82599013698,0.0,0.0,0.0,0.0,24.0,5TH & PEARL
3592,PEARL ST 6TH AVE 5TH AVE,35.0,1.37142857143,5.65209859144,0.0,0.0,0.0,0.0,24.0,6TH & PEARL
3593,PEARL ST 7TH AVE 6TH AVE,51.0,4.03921568627,8.91282398416,0.0,0.0,0.0,0.0,24.0,7TH & PEARL
3594,PEARL ST 7TH AVE 8TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7TH & PEARL
3595,PEARL ST 8TH AVE 7TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & PEARL
3596,PEARL ST 8TH AVE BROADWA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & PEARL
3597,PEARL ST ALDER ST KINCAI,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ALDER & PEARL
3598,PEARL ST BROADWAY ST 10T,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BROADWAY & PEARL
3599,PEARL ST BROADWAY ST 8TH,517.0,2.20502901354,6.86586135743,0.0,0.0,0.0,0.0,30.0,BROADWAY & PEARL
3600,PEARL ST BROADWAY ST PEA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,BROADWAY & PEARL
3601,PEARL ST OAK ST PEARL ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK & PEARL
3602,PEARL ST SHELTON-MCMURPH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST SHELTON-MCMURPH
3603,PEARL ST- 8TH AVE TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,8TH & PEARL
3604,PEARL ST- 8TH TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST- 8TH TO BROADWAY
3605,PEARL ST. -6TH -7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST. -6TH -7TH
3606,PEARL ST.- 8TH AND BROAD.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL ST.- 8TH AND BROAD.
3607,PEARL- 6TH AND 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PEARL- 6TH AND 7TH
3608,PEASCOD & CHANCELLOR,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,PEASCOD & CHANCELLOR
3609,PF CHANGS OAKWAY MALL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PF CHANGS OAKWAY MALL
3610,PIZZA PIPELINE CHARNELTON BRDWY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PIZZA PIPELINE CHARNELTON BRDWY
3611,POLK 18TH AVE 17TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,17TH & 18TH
3612,POLK 19TH AVE 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,18TH & 19TH
3613,PORT & BARTER,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,PORT & BARTER
3614,POTTER - 18TH TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,POTTER - 18TH TO 19TH
3615,POTTER - 19TH TO 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,POTTER - 19TH TO 18TH
3616,POTTER ST - 18TH TO 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,POTTER ST - 18TH TO 19TH
3617,POTTER ST 18TH AVE 19TH,179.0,2.14525139665,6.95419340943,0.0,0.0,0.0,0.0,30.0,18TH & POTTER
3618,POTTER ST 19TH AVE 1801,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,19TH & POTTER
3619,POTTER ST 19TH AVE 18TH,157.0,1.45222929936,5.65962517998,0.0,0.0,0.0,0.0,24.0,19TH & POTTER
3620,POTTER ST 19TH AVE 20TH,46.0,1.5652173913,5.99129803748,0.0,0.0,0.0,0.0,24.0,19TH & POTTER
3621,POTTER ST 20TH AVE 19TH,45.0,2.26666666667,7.38056415681,0.0,0.0,0.0,0.0,30.0,20TH & POTTER
3622,POTTER ST 20TH AVE 21ST,9.0,2.66666666667,8.0,0.0,0.0,0.0,0.0,24.0,20TH & POTTER
3623,POTTER ST 21ST AVE 20TH,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & POTTER
3624,POTTER ST 21ST AVE 22ND,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21ST & POTTER
3625,POTTER ST 22ND AVE 21ST,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0,22ND & POTTER
3626,POTTER ST 22ND AVE 23RD,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,22ND & POTTER
3627,POTTER ST 24TH AVE 25TH,4.0,7.5,15.0,0.0,0.0,0.0,7.5,30.0,24TH & POTTER
3628,POTTER ST 25TH AVE 26TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,25TH & POTTER
3629,POTTER ST 26TH AVE 27TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26TH & POTTER
3630,POTTER ST 27TH AVE 28TH,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,27TH & POTTER
3631,POTTER ST 28TH AVE 27TH,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0,28TH & POTTER
3632,POTTER ST 29TH AVE 28TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,29TH & POTTER
3633,POTTER ST @ 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,POTTER ST @ 19TH
3634,POTTER ST E/S 18TH AVE 1,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,18TH & POTTER
3635,PRANZ PLACE / ST. CHARLES,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,PRANZ PLACE / ST. CHARLES
3636,QUIZNOS - COBURG ROAD,1.0,380.0,,380.0,380.0,380.0,380.0,380.0,QUIZNOS - COBURG ROAD
3637,REGAL CINEMAS / VRC,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,REGAL CINEMAS / VRC
3638,REGENT,7.0,12.8571428571,16.0356745147,0.0,0.0,0.0,30.0,30.0,REGENT
3639,REGISTER GUARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,REGISTER GUARD
3640,REGISTER GUARD PARKING,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,REGISTER GUARD PARKING
3641,RESTRICTED BY SIGN,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,RESTRICTED BY SIGN
3642,RITE AID - 1560 COBURG ROAD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,RITE AID - 1560 COBURG ROAD
3643,RIVER ROAD & SANTA CLARA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,RIVER ROAD & SANTA CLARA
3644,RIVER ROAD / RIVER AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,RIVER ROAD / RIVER AVE
3645,RIVERVIEW ST 1600 BLOCK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,RIVERVIEW ST 1600 BLOCK
3646,ROAN 693,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,ROAN 693
3647,ROOSEVELT / BELTLINE,1.0,100.0,,100.0,100.0,100.0,100.0,100.0,ROOSEVELT / BELTLINE
3648,ROOSEVELT BLVD& GARFIELD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ROOSEVELT BLVD& GARFIELD
3649,ROSS DRESS FOR LESS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ROSS DRESS FOR LESS
3650,ROSS- GOODPASTURE/VALLEY RIVER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ROSS- GOODPASTURE/VALLEY RIVER
3651,ROYAL / JERRY,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,ROYAL / JERRY
3652,S.GARDEN WAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S.GARDEN WAY
3653,S.S 13TH - AGATE TO MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S.S 13TH - AGATE TO MOSS
3654,S/S 10 CHARNELTON -OLIVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 10 CHARNELTON -OLIVE
3655,S/S 10 CHARNELTON-OLIVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 10 CHARNELTON-OLIVE
3656,S/S 10TH  - OLIVE TO WILLAMETTE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 10TH  - OLIVE TO WILLAMETTE
3657,S/S 10TH - CHARNELTON TO OLIVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 10TH - CHARNELTON TO OLIVE
3658,S/S 10TH - JEFFERSON TO WASHINGTON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 10TH - JEFFERSON TO WASHINGTON
3659,S/S 10TH - LAWRENCE TO LINCOLN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 10TH - LAWRENCE TO LINCOLN
3660,S/S 10TH - WILLAMETTE TO OAK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 10TH - WILLAMETTE TO OAK
3661,S/S 11TH - PEARL TO OAK,10.0,17.4,47.1974575586,0.0,0.0,0.0,0.0,150.0,S/S 11TH - PEARL TO OAK
3662,S/S 12 - MILL TO FERRY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 12 - MILL TO FERRY
3663,S/S 12 ALDER -KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12 ALDER -KINCAID
3664,S/S 12 ALDER-KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12 ALDER-KINCAID
3665,S/S 12TH  -  PEARL TO HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH  -  PEARL TO HIGH
3666,S/S 12TH  - ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH  - ALDER TO KINCAID
3667,S/S 12TH  - FERRY TO PATTERSON,1.0,135.0,,135.0,135.0,135.0,135.0,135.0,S/S 12TH  - FERRY TO PATTERSON
3668,S/S 12TH - ALDER TO KINCAID,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 12TH - ALDER TO KINCAID
3669,S/S 12TH - JEFF. TO WASH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 12TH - JEFF. TO WASH
3670,S/S 12TH - MILL TO FERRY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 12TH - MILL TO FERRY
3671,S/S 12TH - PEARL TO HIGH,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S/S 12TH - PEARL TO HIGH
3672,S/S 12TH -A LDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH -A LDER TO KINCAID
3673,S/S 12TH ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH ALDER TO KINCAID
3674,S/S 12TH FERRY TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH FERRY TO PATTERSON
3675,S/S 12TH LAWRENCE TO LINCOLN,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 12TH LAWRENCE TO LINCOLN
3676,S/S 13TH - AGATE -  COLUMBIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,S/S 13TH - AGATE -  COLUMBIA
